YEAR,Month,Location,Transect,Date.of.Data.Collection.,Date,Depth(m),X.of.benth.points,X.of.subst.points,Analysis.by,Date.of.Analysis,Processing,Transect.Type,Method,Cycloceris.curvata..CCUR....coral,Diaseris.distorta..DDIS....coral,Gardineroseris.planulata..GPLA....coral,Gpla_BL,Leptoseris.scabra..LSCA....coral,Pavona.chiriquiensis..PCHI....coral,Pavona.clavus..PCLA....coral,Pavona.gigantea..PGIG....coral,Pgig_BL,Pavona.maldivensis..PMAL....coral,Pavona.varians..PVAR....coral,Pvar_BL,Pvar_Pale,Pavona.spp..PAVO....coral,Porites.lobata..PLOB....coral,Porites.panamensis..PPAN....coral,Ppan_BL,Psammocora.stellata..PSTE....coral,Psammocora.superficialis..PSUP....coral,Psammocora.spp..PSAM....coral,Pocillopora.capitata..PCAP....coral,Pocillopora.damicornis..PDAM....coral,Pdam_BL,Pdam_Pale,Pocillopora.effusus..PEFF....coral,Pocillopora.elegans..PELE....coral,Pele_BL,Pele_Pale,Pocillopora.eydouxi..PEYD....coral,Pocillopora.inflata..PINF....coral,Pocillopora.ligulata..PLIG....coral,Pocillopora.meandrina..PMEA....coral,Pocillopora.verrucosa..PVER....coral,Pocillopora.woodjonesi..PWOO....coral,Pocillopora.spp..POCI....coral,RecMort,Millepora.intricata..MINT....coral,Mint_BL,Millepora.platyphilla..MPLA....coral,Mpla_BL,Astrangia.browni..ABRO....aherm,Astrangia.equatorialis..AEQU....aherm,Caryophyllia.sp...CARYSPP....aherm,Cladopsammia.eguchii..CEGU....aherm,Cladopsammia.gracilis..CGRA....aherm,Culicia.stellata..CSTE....aherm,Oulangia.bradleyi..OBRA....aherm,Phyllangia.consagensis..PCON....aherm,Polycyathus.isabela..PISA....aherm,Rhizopsammia.verrilli..RVER....aherm,Rhizopsammia.wellingtoni..RWEL....aherm,Tubastraea.coccinea..TCOC....aherm,Tubastraea.faulkneri..TFAU....aherm,Tubastraea.floreana..TFLO....aherm,Tubastraea.tagusensis..TTAG....aherm,BLCHCoral,Coral..C.,Gorgonian..GO....go,Zoanthids..ZO....zo,Sponge..SPO....spo,Antipathes.galapagensis..AGAL....bcoral,Myriopathes.panamensis..MPAN....bcoral,Balanus..BALA....O,Algmt,AlgRub,Caulerpa..CAUL....maca,Caulerpa_Feather.CSER.,Caulerpa_Grape.CRAC.,Coralline.Algae..CALG....calg,Filamentous.Cyanobacteria..FLCY....maca,Laurencia,Macroalgae..MACA....maca,Peysonnelia,Turf,Other.Organism..O.,Dead.coral.w..turf.algae..DCA....dca,Dead.Frame,DAMFR,Boulder..B.,Sand.Sediment..S.,Rubble..R.,Pavement..P.,Unknown..UNK.,NA.LOSS,Tape.edge,Wand,Shadow,Pocillopora,Other_scleractinians,Millepora,Algae,Substrate,OtherOg,SUM_Raw,Sum_subTotals,All_Corals,Massive,DataID
1980,Dec,UvRf-Chains,I,12/10/80,1980-12-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136986301369863,0,0,0,0,3.28767123287671,3.15068493150685,0,0,0,17.3972602739726,0,0,0,0,0,0,0,0,0,0,0,0,3.97260273972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,72.0547945205479,0,0,0,0,0,0,23.8356164383562,0.136986301369863,3.97260273972603,0,72.0547945205479,0,100,100,27.95,0.136986301369863,UvRf-Chains I
1980,Dec,UvRf-Chains,II,12/10/80,1980-12-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136986301369863,0,0,0,0,0.958904109589041,2.6027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,96.3013698630137,0,0,0,0,0,0,3.56164383561644,0.136986301369863,0,0,96.3013698630137,0,100,100,3.7,0.136986301369863,UvRf-Chains II
1980,Dec,UvRf-Chains,III,12/10/80,1980-12-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17808219178082,0.410958904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,90.4109589041096,0,0,0,0,0,0,9.58904109589041,0,0,0,90.4109589041096,0,100,100,9.59,0,UvRf-Chains III
1980,Dec,UvRf-Chains,IV,12/10/80,1980-12-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10958904109589,2.87671232876712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97260273972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,89.041095890411,0,0,0,0,0,0,6.98630136986301,0,3.97260273972603,0,89.041095890411,0,100,100,10.96,0,UvRf-Chains IV
1980,Dec,UvRf-Chains,IX,12/10/80,1980-12-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78082191780822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,98.2191780821918,0,0,0,0,0,0,1.78082191780822,0,0,0,98.2191780821918,0,100,100,1.78,0,UvRf-Chains IX
1980,Dec,UvRf-Chains,V,12/10/80,1980-12-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0.273972602739726,0,0,0,0,0.547945205479452,0,0.136986301369863,0,0,11.9178082191781,7.67123287671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,79.4520547945205,0,0,0,0,0,0,19.5890410958904,0.958904109589041,0,0,79.4520547945205,0,100,100,20.55,0.958904109589041,UvRf-Chains V
1980,Dec,UvRf-Chains,VI,12/10/80,1980-12-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1095890410959,0,0,12.6027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,73.2876712328767,0,0,0,0,0,0,12.6027397260274,14.1095890410959,0,0,73.2876712328767,0,100,100,26.71,14.1095890410959,UvRf-Chains VI
1980,Dec,UvRf-Chains,VII,12/10/80,1980-12-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136986301369863,0,0,0,0,0,1.36986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,98.4931506849315,0,0,0,0,0,0,1.36986301369863,0.136986301369863,0,0,98.4931506849315,0,100,100,1.51,0.136986301369863,UvRf-Chains VII
1980,Dec,UvRf-Chains,VIII,12/10/80,1980-12-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136986301369863,0,0,0,13.1506849315068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821917808219178,0,0.273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,85.6164383561644,0,0,0,0,0,0,13.1506849315068,0.136986301369863,1.0958904109589,0,85.6164383561644,0,100,100,14.38,0.136986301369863,UvRf-Chains VIII
1980,Dec,UvRf-Chains,X,12/10/80,1980-12-15,2,NA,NA,Peter Glynn,NA,Notebooks,Permanent-In Situ,Chain_Transect,0,0,0,0,0,0,0,0,0,0,0.273972602739726,0,0,0,0,0.821917808219178,0,0,0,0,0,15.4794520547945,0,0,0,3.83561643835616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,79.5890410958904,0,0,0,0,0,0,19.3150684931507,1.0958904109589,0,0,79.5890410958904,0,100,100,20.41,1.0958904109589,UvRf-Chains X
